book,vote,vote_title,programme_code,programme_title,prog_level,section,row_type,econ_code,econ_title,baseline_estimates_2025_2026,estimates_2026_2027,projected_estimates_2027_2028,projected_estimates_2028_2029,page,verified
fy-2026-27-program-based-1011-2151,1017,State House,1017,State House,vote,capital,econ,3100000,Non Financial Assets,1294906667,1027000000,1204500000,1250000000,88,yes
fy-2026-27-program-based-1011-2151,1017,State House,1017,State House,vote,current,current_total,,Current Expenditure,16253888246,12616798513,12452600000,12773900000,88,yes
fy-2026-27-program-based-1011-2151,1017,State House,1017,State House,vote,capital,capital_total,,Capital Expenditure,1294906667,1027000000,1204500000,1250000000,88,yes
fy-2026-27-program-based-1011-2151,1017,State House,1017,State House,vote,total,total,,Total Expenditure,17548794913,13643798513,13657100000,14023900000,88,yes
fy-2026-27-program-based-1011-2151,1018,State Department for National Government Coordination,1018,State Department for National Government Coordination,vote,current,econ,2100000,Compensation to Employees,318330634,336800000,388100000,399800000,98,yes
fy-2026-27-program-based-1011-2151,1018,State Department for National Government Coordination,1018,State Department for National Government Coordination,vote,current,econ,2200000,Use of Goods and Services,594609995,631324661,741968326,779924215,98,yes
fy-2026-27-program-based-1011-2151,1018,State Department for National Government Coordination,1018,State Department for National Government Coordination,vote,current,econ,3100000,Non Financial Assets,121475600,94180480,112931674,114175785,98,yes
fy-2026-27-program-based-1011-2151,1018,State Department for National Government Coordination,1018,State Department for National Government Coordination,vote,capital,econ,2200000,Use of Goods and Services,22000000,0,0,0,98,yes
fy-2026-27-program-based-1011-2151,1018,State Department for National Government Coordination,1018,State Department for National Government Coordination,vote,current,current_total,,Current Expenditure,1034416229,1062305141,1243000000,1293900000,98,yes
fy-2026-27-program-based-1011-2151,1018,State Department for National Government Coordination,1018,State Department for National Government Coordination,vote,capital,capital_total,,Capital Expenditure,22000000,0,0,0,98,yes
fy-2026-27-program-based-1011-2151,1018,State Department for National Government Coordination,1018,State Department for National Government Coordination,vote,total,total,,Total Expenditure,1056416229,1062305141,1243000000,1293900000,98,yes
fy-2026-27-program-based-1011-2151,1023,State Department for Correctional Services,1023,State Department for Correctional Services,vote,current,econ,2100000,Compensation to Employees,29594958941,32595490000,33912719190,35724739739,113,yes
fy-2026-27-program-based-1011-2151,1023,State Department for Correctional Services,1023,State Department for Correctional Services,vote,current,econ,2200000,Use of Goods and Services,8937373519,8986364551,11183846800,12519404179,113,yes
fy-2026-27-program-based-1011-2151,1023,State Department for Correctional Services,1023,State Department for Correctional Services,vote,current,econ,2600000,Current Transfers to Govt. Agencies,22660000,26660000,27950000,29310000,113,yes
fy-2026-27-program-based-1011-2151,1023,State Department for Correctional Services,1023,State Department for Correctional Services,vote,current,econ,3100000,Non Financial Assets,181902873,88264099,121683200,132599500,113,yes
fy-2026-27-program-based-1011-2151,1023,State Department for Correctional Services,1023,State Department for Correctional Services,vote,capital,econ,3100000,Non Financial Assets,329004510,1022400000,2813000000,4288700000,113,yes
fy-2026-27-program-based-1011-2151,1023,State Department for Correctional Services,1023,State Department for Correctional Services,vote,current,current_total,,Current Expenditure,38736895333,41696778650,45246199190,48406053418,113,yes
fy-2026-27-program-based-1011-2151,1023,State Department for Correctional Services,1023,State Department for Correctional Services,vote,capital,capital_total,,Capital Expenditure,329004510,1022400000,2813000000,4288700000,113,yes
fy-2026-27-program-based-1011-2151,1023,State Department for Correctional Services,1023,State Department for Correctional Services,vote,total,total,,Total Expenditure,39065899843,42719178650,48059199190,52694753418,113,yes
fy-2026-27-program-based-1011-2151,1024,State Department for Immigration and Citizen Services,1024,State Department for Immigration and Citizen Services,vote,current,econ,2100000,Compensation to Employees,8406093595,8560230000,8817040000,9081540000,126,yes
fy-2026-27-program-based-1011-2151,1024,State Department for Immigration and Citizen Services,1024,State Department for Immigration and Citizen Services,vote,current,econ,2200000,Use of Goods and Services,6298611897,4620872514,4214226225,4284432345,126,yes
fy-2026-27-program-based-1011-2151,1024,State Department for Immigration and Citizen Services,1024,State Department for Immigration and Citizen Services,vote,current,econ,2600000,Current Transfers to Govt. Agencies,172100000,173100000,181460000,190270000,126,yes
fy-2026-27-program-based-1011-2151,1024,State Department for Immigration and Citizen Services,1024,State Department for Immigration and Citizen Services,vote,current,econ,3100000,Non Financial Assets,83134842,74651948,117243775,134737655,126,yes
fy-2026-27-program-based-1011-2151,1024,State Department for Immigration and Citizen Services,1024,State Department for Immigration and Citizen Services,vote,capital,econ,2200000,Use of Goods and Services,12483881512,11081606667,9944676667,9965116667,126,yes
fy-2026-27-program-based-1011-2151,1024,State Department for Immigration and Citizen Services,1024,State Department for Immigration and Citizen Services,vote,capital,econ,3100000,Non Financial Assets,1818393333,1375393333,1278263333,1575903333,126,yes
fy-2026-27-program-based-1011-2151,1024,State Department for Immigration and Citizen Services,1024,State Department for Immigration and Citizen Services,vote,current,current_total,,Current Expenditure,14959940334,13428854462,13329970000,13690980000,126,yes
fy-2026-27-program-based-1011-2151,1024,State Department for Immigration and Citizen Services,1024,State Department for Immigration and Citizen Services,vote,capital,capital_total,,Capital Expenditure,14302274845,12457000000,11222940000,11541020000,126,yes
fy-2026-27-program-based-1011-2151,1024,State Department for Immigration and Citizen Services,1024,State Department for Immigration and Citizen Services,vote,total,total,,Total Expenditure,29262215179,25885854462,24552910000,25232000000,126,yes
fy-2026-27-program-based-1011-2151,1025,National Police Service,1025,National Police Service,vote,current,econ,2100000,Compensation to Employees,92310602660,104573300001,110283463267,114910943267,142,yes
fy-2026-27-program-based-1011-2151,1025,National Police Service,1025,National Police Service,vote,current,econ,2200000,Use of Goods and Services,41094142426,38049041784,35633000433,38781461489,142,yes
fy-2026-27-program-based-1011-2151,1025,National Police Service,1025,National Police Service,vote,current,econ,2600000,Current Transfers to Govt. Agencies,0,500000000,500000000,500000000,142,yes
fy-2026-27-program-based-1011-2151,1025,National Police Service,1025,National Police Service,vote,current,econ,3100000,Non Financial Assets,848214069,1065409543,691089567,719408511,142,yes
fy-2026-27-program-based-1011-2151,1025,National Police Service,1025,National Police Service,vote,capital,econ,2200000,Use of Goods and Services,130000000,539784030,1136334204,1381105999,142,yes
fy-2026-27-program-based-1011-2151,1025,National Police Service,1025,National Police Service,vote,capital,econ,3100000,Non Financial Assets,1582814922,2274115970,2072235796,2265494001,142,yes
fy-2026-27-program-based-1011-2151,1025,National Police Service,1025,National Police Service,vote,current,current_total,,Current Expenditure,134252959155,144187751328,147107553267,154911813267,142,yes
fy-2026-27-program-based-1011-2151,1025,National Police Service,1025,National Police Service,vote,capital,capital_total,,Capital Expenditure,1712814922,2813900000,3208570000,3646600000,142,yes
fy-2026-27-program-based-1011-2151,1025,National Police Service,1025,National Police Service,vote,total,total,,Total Expenditure,135965774077,147001651328,150316123267,158558413267,142,yes
fy-2026-27-program-based-1011-2151,1026,State Department for Internal Security & National Administration,1026,State Department for Internal Security & National Administration,vote,current,econ,2100000,Compensation to Employees,18279869421,22292086819,22718366819,23281026819,156,yes
fy-2026-27-program-based-1011-2151,1026,State Department for Internal Security & National Administration,1026,State Department for Internal Security & National Administration,vote,current,econ,2200000,Use of Goods and Services,27459715309,20605774524,21768134664,22547423211,156,yes
fy-2026-27-program-based-1011-2151,1026,State Department for Internal Security & National Administration,1026,State Department for Internal Security & National Administration,vote,current,econ,2600000,Current Transfers to Govt. Agencies,2551282643,2918500093,2924230000,3051670000,156,yes
fy-2026-27-program-based-1011-2151,1026,State Department for Internal Security & National Administration,1026,State Department for Internal Security & National Administration,vote,current,econ,3100000,Non Financial Assets,36606260,29985008,395547136,104250989,156,yes
fy-2026-27-program-based-1011-2151,1026,State Department for Internal Security & National Administration,1026,State Department for Internal Security & National Administration,vote,capital,econ,3100000,Non Financial Assets,8037000906,9659295454,10442330000,10872730000,156,yes
fy-2026-27-program-based-1011-2151,1026,State Department for Internal Security & National Administration,1026,State Department for Internal Security & National Administration,vote,current,current_total,,Current Expenditure,48327473633,45846346444,47806278619,48984371019,156,yes
fy-2026-27-program-based-1011-2151,1026,State Department for Internal Security & National Administration,1026,State Department for Internal Security & National Administration,vote,capital,capital_total,,Capital Expenditure,8037000906,9659295454,10442330000,10872730000,156,yes
fy-2026-27-program-based-1011-2151,1026,State Department for Internal Security & National Administration,1026,State Department for Internal Security & National Administration,vote,total,total,,Total Expenditure,56364474539,55505641898,58248608619,59857101019,156,yes
fy-2026-27-program-based-1011-2151,1032,State Department for Devolution,1032,State Department for Devolution,vote,current,econ,2100000,Compensation to Employees,246235683,252300000,265000000,272900000,169,yes
fy-2026-27-program-based-1011-2151,1032,State Department for Devolution,1032,State Department for Devolution,vote,current,econ,2200000,Use of Goods and Services,394539864,364037757,470847500,490724875,169,yes
fy-2026-27-program-based-1011-2151,1032,State Department for Devolution,1032,State Department for Devolution,vote,current,econ,2600000,Current Transfers to Govt. Agencies,725750000,758500000,794600000,857000000,169,yes
fy-2026-27-program-based-1011-2151,1032,State Department for Devolution,1032,State Department for Devolution,vote,current,econ,3100000,Non Financial Assets,7050000,2840000,5152500,5475125,169,yes
fy-2026-27-program-based-1011-2151,1032,State Department for Devolution,1032,State Department for Devolution,vote,capital,econ,2200000,Use of Goods and Services,80000000,157670000,455000000,672000000,169,yes
fy-2026-27-program-based-1011-2151,1032,State Department for Devolution,1032,State Department for Devolution,vote,capital,econ,2600000,Capital Transfers to Govt. Agencies,14096122542,10461630000,660000000,360000000,169,yes
fy-2026-27-program-based-1011-2151,1032,State Department for Devolution,1032,State Department for Devolution,vote,capital,econ,3100000,Non Financial Assets,0,0,45000000,28000000,169,yes
fy-2026-27-program-based-1011-2151,1032,State Department for Devolution,1032,State Department for Devolution,vote,current,current_total,,Current Expenditure,1373575547,1377677757,1535600000,1626100000,169,yes
fy-2026-27-program-based-1011-2151,1032,State Department for Devolution,1032,State Department for Devolution,vote,capital,capital_total,,Capital Expenditure,14176122542,10619300000,1160000000,1060000000,169,yes
fy-2026-27-program-based-1011-2151,1032,State Department for Devolution,1032,State Department for Devolution,vote,total,total,,Total Expenditure,15549698089,11996977757,2695600000,2686100000,169,yes
fy-2026-27-program-based-1011-2151,1033,State Department for Special Programmes,1033,State Department for Special Programmes,vote,current,econ,2100000,Compensation to Employees,42098761,102503016,104400016,106500016,178,yes
fy-2026-27-program-based-1011-2151,1033,State Department for Special Programmes,1033,State Department for Special Programmes,vote,current,econ,2200000,Use of Goods and Services,747899685,187579425,222058194,234978693,178,yes
fy-2026-27-program-based-1011-2151,1033,State Department for Special Programmes,1033,State Department for Special Programmes,vote,current,econ,2600000,Current Transfers to Govt. Agencies,12890573100,262800000,279100000,301500000,178,yes
fy-2026-27-program-based-1011-2151,1033,State Department for Special Programmes,1033,State Department for Special Programmes,vote,current,econ,3100000,Non Financial Assets,128056000,91376751,109970006,110397107,178,yes
fy-2026-27-program-based-1011-2151,1033,State Department for Special Programmes,1033,State Department for Special Programmes,vote,capital,econ,2600000,Capital Transfers to Govt. Agencies,165602460,165000000,263000000,320000000,178,yes
fy-2026-27-program-based-1011-2151,1033,State Department for Special Programmes,1033,State Department for Special Programmes,vote,current,current_total,,Current Expenditure,13808627546,644259192,715528216,753375816,178,yes
fy-2026-27-program-based-1011-2151,1033,State Department for Special Programmes,1033,State Department for Special Programmes,vote,capital,capital_total,,Capital Expenditure,165602460,165000000,263000000,320000000,178,yes
fy-2026-27-program-based-1011-2151,1033,State Department for Special Programmes,1033,State Department for Special Programmes,vote,total,total,,Total Expenditure,13974230006,809259192,978528216,1073375816,178,yes
fy-2026-27-program-based-1011-2151,1036,State Department for the ASALs and Regional Development,1036,State Department for the ASALs and Regional Development,vote,current,econ,2100000,Compensation to Employees,255960000,257080000,295700000,305540000,195,yes
fy-2026-27-program-based-1011-2151,1036,State Department for the ASALs and Regional Development,1036,State Department for the ASALs and Regional Development,vote,current,econ,2200000,Use of Goods and Services,158795636,197317629,161616478,177072263,195,yes
fy-2026-27-program-based-1011-2151,1036,State Department for the ASALs and Regional Development,1036,State Department for the ASALs and Regional Development,vote,current,econ,2600000,Current Transfers to Govt. Agencies,9206752501,6884787398,7164590000,6799720000,195,yes
fy-2026-27-program-based-1011-2151,1036,State Department for the ASALs and Regional Development,1036,State Department for the ASALs and Regional Development,vote,current,econ,2700000,Social Benefits,305054,0,0,0,195,yes
fy-2026-27-program-based-1011-2151,1036,State Department for the ASALs and Regional Development,1036,State Department for the ASALs and Regional Development,vote,current,econ,3100000,Non Financial Assets,842855,52674284,703522,887737,195,yes
fy-2026-27-program-based-1011-2151,1036,State Department for the ASALs and Regional Development,1036,State Department for the ASALs and Regional Development,vote,capital,econ,2200000,Use of Goods and Services,26659612,470000000,410000000,410000001,195,yes
fy-2026-27-program-based-1011-2151,1036,State Department for the ASALs and Regional Development,1036,State Department for the ASALs and Regional Development,vote,capital,econ,2600000,Capital Transfers to Govt. Agencies,4614030000,3034036362,3692730000,3779909999,195,yes
fy-2026-27-program-based-1011-2151,1036,State Department for the ASALs and Regional Development,1036,State Department for the ASALs and Regional Development,vote,capital,econ,3100000,Non Financial Assets,335000000,20000000,0,0,195,yes
fy-2026-27-program-based-1011-2151,1036,State Department for the ASALs and Regional Development,1036,State Department for the ASALs and Regional Development,vote,current,current_total,,Current Expenditure,9622656046,7391859311,7622610000,7283220000,195,yes
fy-2026-27-program-based-1011-2151,1036,State Department for the ASALs and Regional Development,1036,State Department for the ASALs and Regional Development,vote,capital,capital_total,,Capital Expenditure,4975689612,3524036362,4102730000,4189910000,195,yes
fy-2026-27-program-based-1011-2151,1036,State Department for the ASALs and Regional Development,1036,State Department for the ASALs and Regional Development,vote,total,total,,Total Expenditure,14598345658,10915895673,11725340000,11473130000,195,yes
fy-2026-27-program-based-1011-2151,1041,Ministry of Defence,1041,Ministry of Defence,vote,current,econ,2100000,Compensation to Employees,2539967660,2501800000,2576800000,2654100000,208,yes
fy-2026-27-program-based-1011-2151,1041,Ministry of Defence,1041,Ministry of Defence,vote,current,econ,2200000,Use of Goods and Services,489096500,671353795,758747002,784298882,208,yes
fy-2026-27-program-based-1011-2151,1041,Ministry of Defence,1041,Ministry of Defence,vote,current,econ,2600000,Current Transfers to Govt. Agencies,218788667978,236201500000,235305000000,237370000000,208,yes
fy-2026-27-program-based-1011-2151,1041,Ministry of Defence,1041,Ministry of Defence,vote,current,econ,3100000,Non Financial Assets,1750760,4542989,5852998,6101118,208,yes
fy-2026-27-program-based-1011-2151,1041,Ministry of Defence,1041,Ministry of Defence,vote,capital,econ,2600000,Capital Transfers to Govt. Agencies,4100000000,10100400000,16100400000,21100400000,208,yes
fy-2026-27-program-based-1011-2151,1041,Ministry of Defence,1041,Ministry of Defence,vote,capital,econ,3100000,Non Financial Assets,534000000,534000000,534000000,534000000,208,yes
fy-2026-27-program-based-1011-2151,1041,Ministry of Defence,1041,Ministry of Defence,vote,current,current_total,,Current Expenditure,221819482898,239379196784,238646400000,240814500000,208,yes
fy-2026-27-program-based-1011-2151,1041,Ministry of Defence,1041,Ministry of Defence,vote,capital,capital_total,,Capital Expenditure,4634000000,10634400000,16634400000,21634400000,208,yes
fy-2026-27-program-based-1011-2151,1041,Ministry of Defence,1041,Ministry of Defence,vote,total,total,,Total Expenditure,226453482898,250013596784,255280800000,262448900000,208,yes
fy-2026-27-program-based-1011-2151,1053,State Department for Foreign Affairs,1053,State Department for Foreign Affairs,vote,current,econ,2100000,Compensation to Employees,12982635358,13428300000,13819100000,14221700000,231,yes
fy-2026-27-program-based-1011-2151,1053,State Department for Foreign Affairs,1053,State Department for Foreign Affairs,vote,current,econ,2200000,Use of Goods and Services,9531371198,9654467323,10328578804,10817206924,231,yes
fy-2026-27-program-based-1011-2151,1053,State Department for Foreign Affairs,1053,State Department for Foreign Affairs,vote,current,econ,2600000,Current Transfers to Govt. Agencies,818433000,1044689872,1221600000,1306900000,231,yes
fy-2026-27-program-based-1011-2151,1053,State Department for Foreign Affairs,1053,State Department for Foreign Affairs,vote,current,econ,3100000,Non Financial Assets,413232754,344451407,427221196,434793076,231,yes
fy-2026-27-program-based-1011-2151,1053,State Department for Foreign Affairs,1053,State Department for Foreign Affairs,vote,capital,econ,2600000,Capital Transfers to Govt. Agencies,150000000,200000000,150000000,150000000,231,yes
fy-2026-27-program-based-1011-2151,1053,State Department for Foreign Affairs,1053,State Department for Foreign Affairs,vote,capital,econ,3100000,Non Financial Assets,2196400000,2156300000,2900000000,4100000000,231,yes
fy-2026-27-program-based-1011-2151,1053,State Department for Foreign Affairs,1053,State Department for Foreign Affairs,vote,current,current_total,,Current Expenditure,23745672310,24471908602,25796500000,26780600000,231,yes
fy-2026-27-program-based-1011-2151,1053,State Department for Foreign Affairs,1053,State Department for Foreign Affairs,vote,capital,capital_total,,Capital Expenditure,2346400000,2356300000,3050000000,4250000000,231,yes
fy-2026-27-program-based-1011-2151,1053,State Department for Foreign Affairs,1053,State Department for Foreign Affairs,vote,total,total,,Total Expenditure,26092072310,26828208602,28846500000,31030600000,231,yes
fy-2026-27-program-based-1011-2151,1054,State Department for Diaspora Affairs,1054,State Department for Diaspora Affairs,vote,current,econ,2100000,Compensation to Employees,186299991,264300004,271800000,279600000,243,yes
fy-2026-27-program-based-1011-2151,1054,State Department for Diaspora Affairs,1054,State Department for Diaspora Affairs,vote,current,econ,2200000,Use of Goods and Services,488917151,371865716,408029300,428742100,243,yes
fy-2026-27-program-based-1011-2151,1054,State Department for Diaspora Affairs,1054,State Department for Diaspora Affairs,vote,current,econ,2600000,Current Transfers to Govt. Agencies,0,97000000,100000000,100000000,243,yes
fy-2026-27-program-based-1011-2151,1054,State Department for Diaspora Affairs,1054,State Department for Diaspora Affairs,vote,current,econ,3100000,Non Financial Assets,83380200,84103200,110770700,116657900,243,yes
fy-2026-27-program-based-1011-2151,1054,State Department for Diaspora Affairs,1054,State Department for Diaspora Affairs,vote,current,current_total,,Current Expenditure,758597342,817268920,890600000,925000000,243,yes
fy-2026-27-program-based-1011-2151,1054,State Department for Diaspora Affairs,1054,State Department for Diaspora Affairs,vote,total,total,,Total Expenditure,758597342,817268920,890600000,925000000,243,yes
fy-2026-27-program-based-1011-2151,1064,State Department for Technical Vocational Education and Training,1064,State Department for Technical Vocational Education and Training,vote,current,econ,2100000,Compensation to Employees,12002241178,13360710000,14123130000,14672640000,263,yes
fy-2026-27-program-based-1011-2151,1064,State Department for Technical Vocational Education and Training,1064,State Department for Technical Vocational Education and Training,vote,current,econ,2200000,Use of Goods and Services,557840217,472522282,560320000,593174888,263,yes
fy-2026-27-program-based-1011-2151,1064,State Department for Technical Vocational Education and Training,1064,State Department for Technical Vocational Education and Training,vote,current,econ,2600000,Current Transfers to Govt. Agencies,31192338759,35968512064,37064530000,37195530000,263,yes
fy-2026-27-program-based-1011-2151,1064,State Department for Technical Vocational Education and Training,1064,State Department for Technical Vocational Education and Training,vote,current,econ,3100000,Non Financial Assets,14000000,14420000,14320000,15865112,263,yes
fy-2026-27-program-based-1011-2151,1064,State Department for Technical Vocational Education and Training,1064,State Department for Technical Vocational Education and Training,vote,capital,econ,2200000,Use of Goods and Services,324148300,600000000,500000000,500000000,263,yes
fy-2026-27-program-based-1011-2151,1064,State Department for Technical Vocational Education and Training,1064,State Department for Technical Vocational Education and Training,vote,capital,econ,2600000,Capital Transfers to Govt. Agencies,6679523214,7547049447,8102000000,10415000000,263,yes
fy-2026-27-program-based-1011-2151,1064,State Department for Technical Vocational Education and Training,1064,State Department for Technical Vocational Education and Training,vote,capital,econ,3100000,Non Financial Assets,277951700,0,0,0,263,yes
fy-2026-27-program-based-1011-2151,1064,State Department for Technical Vocational Education and Training,1064,State Department for Technical Vocational Education and Training,vote,current,current_total,,Current Expenditure,43766420154,49816164346,51762300000,52477210000,263,yes
fy-2026-27-program-based-1011-2151,1064,State Department for Technical Vocational Education and Training,1064,State Department for Technical Vocational Education and Training,vote,capital,capital_total,,Capital Expenditure,7281623214,8147049447,8602000000,10915000000,263,yes
fy-2026-27-program-based-1011-2151,1064,State Department for Technical Vocational Education and Training,1064,State Department for Technical Vocational Education and Training,vote,total,total,,Total Expenditure,51048043368,57963213793,60364300000,63392210000,263,yes
fy-2026-27-program-based-1011-2151,1065,State Department for Higher Education,1065,State Department for Higher Education,vote,current,econ,2100000,Compensation to Employees,222381075,216950000,226190000,234990000,281,yes
fy-2026-27-program-based-1011-2151,1065,State Department for Higher Education,1065,State Department for Higher Education,vote,current,econ,2200000,Use of Goods and Services,186743472,161334397,210231900,234079354,281,yes
fy-2026-27-program-based-1011-2151,1065,State Department for Higher Education,1065,State Department for Higher Education,vote,current,econ,2600000,Current Transfers to Govt. Agencies,110744444490,98498663167,106384725889,105858785758,281,yes
fy-2026-27-program-based-1011-2151,1065,State Department for Higher Education,1065,State Department for Higher Education,vote,current,econ,3100000,Non Financial Assets,3735875,3385600,5168100,7205818,281,yes
fy-2026-27-program-based-1011-2151,1065,State Department for Higher Education,1065,State Department for Higher Education,vote,current,econ,4100000,Financial Assets,45264904157,56308036833,68677574111,85301389070,281,yes
fy-2026-27-program-based-1011-2151,1065,State Department for Higher Education,1065,State Department for Higher Education,vote,capital,econ,2600000,Capital Transfers to Govt. Agencies,4991974265,8937578570,7120000000,8807000000,281,yes
fy-2026-27-program-based-1011-2151,1065,State Department for Higher Education,1065,State Department for Higher Education,vote,current,current_total,,Current Expenditure,156422209069,155188369997,175503890000,191636450000,281,yes
fy-2026-27-program-based-1011-2151,1065,State Department for Higher Education,1065,State Department for Higher Education,vote,capital,capital_total,,Capital Expenditure,4991974265,8937578570,7120000000,8807000000,281,yes
fy-2026-27-program-based-1011-2151,1065,State Department for Higher Education,1065,State Department for Higher Education,vote,total,total,,Total Expenditure,161414183334,164125948567,182623890000,200443450000,281,yes
fy-2026-27-program-based-1011-2151,1066,State Department for Basic Education,1066,State Department for Basic Education,vote,current,econ,2100000,Compensation to Employees,5349742971,4747896052,4981906052,5206066052,299,yes
fy-2026-27-program-based-1011-2151,1066,State Department for Basic Education,1066,State Department for Basic Education,vote,current,econ,2200000,Use of Goods and Services,10374618154,11064827803,12118979541,12124579541,299,yes
fy-2026-27-program-based-1011-2151,1066,State Department for Basic Education,1066,State Department for Basic Education,vote,current,econ,2500000,Subsidies,78728724539,85894388755,87930063657,95959043657,299,yes
fy-2026-27-program-based-1011-2151,1066,State Department for Basic Education,1066,State Department for Basic Education,vote,current,econ,2600000,Current Transfers to Govt. Agencies,18645742626,16278398811,18136740000,20080740000,299,yes
fy-2026-27-program-based-1011-2151,1066,State Department for Basic Education,1066,State Department for Basic Education,vote,current,econ,3100000,Non Financial Assets,287258,229806,287258,287258,299,yes
fy-2026-27-program-based-1011-2151,1066,State Department for Basic Education,1066,State Department for Basic Education,vote,capital,econ,2600000,Capital Transfers to Govt. Agencies,17919979086,17350154541,17363000000,21448000000,299,yes
fy-2026-27-program-based-1011-2151,1066,State Department for Basic Education,1066,State Department for Basic Education,vote,capital,econ,3100000,Non Financial Assets,152946000,0,0,0,299,yes
fy-2026-27-program-based-1011-2151,1066,State Department for Basic Education,1066,State Department for Basic Education,vote,current,current_total,,Current Expenditure,113099115548,117985741227,123167976508,133370716508,299,yes
fy-2026-27-program-based-1011-2151,1066,State Department for Basic Education,1066,State Department for Basic Education,vote,capital,capital_total,,Capital Expenditure,18072925086,17350154541,17363000000,21448000000,299,yes
fy-2026-27-program-based-1011-2151,1066,State Department for Basic Education,1066,State Department for Basic Education,vote,total,total,,Total Expenditure,131172040634,135335895768,140530976508,154818716508,299,yes
fy-2026-27-program-based-1011-2151,1067,"State Department for Science, Innovation and Research",1067,"State Department for Science, Innovation and Research",vote,current,econ,2100000,Compensation to Employees,73904255,137310000,142730000,147900000,313,yes
fy-2026-27-program-based-1011-2151,1067,"State Department for Science, Innovation and Research",1067,"State Department for Science, Innovation and Research",vote,current,econ,2200000,Use of Goods and Services,124846431,140213243,147376203,169295582,313,yes
fy-2026-27-program-based-1011-2151,1067,"State Department for Science, Innovation and Research",1067,"State Department for Science, Innovation and Research",vote,current,econ,2600000,Current Transfers to Govt. Agencies,774705815,926978999,908700000,1031700000,313,yes
fy-2026-27-program-based-1011-2151,1067,"State Department for Science, Innovation and Research",1067,"State Department for Science, Innovation and Research",vote,current,econ,3100000,Non Financial Assets,96100000,51625325,56373797,68854418,313,yes
fy-2026-27-program-based-1011-2151,1067,"State Department for Science, Innovation and Research",1067,"State Department for Science, Innovation and Research",vote,current,current_total,,Current Expenditure,1069556501,1256127567,1255180000,1417750000,313,yes
fy-2026-27-program-based-1011-2151,1067,"State Department for Science, Innovation and Research",1067,"State Department for Science, Innovation and Research",vote,total,total,,Total Expenditure,1069556501,1256127567,1255180000,1417750000,313,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,current,econ,2100000,Compensation to Employees,4936579570,8917800000,9047447618,14106047618,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,current,econ,2200000,Use of Goods and Services,18563073376,16567265152,17054744400,19446176000,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,current,econ,2600000,Current Transfers to Govt. Agencies,66919775000,55081671000,72644400000,81702600000,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,current,econ,3100000,Non Financial Assets,103308440,75083360,51555600,53224000,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,capital,econ,2100000,Compensation to Employees,62259841,69648540,83775887,0,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,capital,econ,2200000,Use of Goods and Services,11167074782,12851467564,13946576720,6853229990,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,capital,econ,2600000,Capital Transfers to Govt. Agencies,23479662465,34861345468,105790807690,120643913010,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,capital,econ,2700000,Social Benefits,3200000,3200000,0,0,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,capital,econ,2800000,Other Expenses,1800000000,2000000000,5000000000,5000000000,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,capital,econ,3100000,Non Financial Assets,2011997137,1720252153,784339703,263557000,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,capital,econ,4100000,Financial Assets,538154443,320000000,350000000,500000000,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,current,current_total,,Current Expenditure,90522736386,80641819512,98798147618,115308047618,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,capital,capital_total,,Capital Expenditure,39062348668,51825913725,125955500000,133260700000,331,yes
fy-2026-27-program-based-1011-2151,1071,The National Treasury,1071,The National Treasury,vote,total,total,,Total Expenditure,129585085054,132467733237,224753647618,248568747618,331,yes
fy-2026-27-program-based-1011-2151,1072,State Department for Economic Planning,1072,State Department for Economic Planning,vote,current,econ,2100000,Compensation to Employees,511030721,761953267,778853267,796353267,349,yes
fy-2026-27-program-based-1011-2151,1072,State Department for Economic Planning,1072,State Department for Economic Planning,vote,current,econ,2200000,Use of Goods and Services,922862033,468356448,572291600,602303875,349,yes
fy-2026-27-program-based-1011-2151,1072,State Department for Economic Planning,1072,State Department for Economic Planning,vote,current,econ,2600000,Current Transfers to Govt. Agencies,2938380000,2675447000,3403800000,3649800000,349,yes
fy-2026-27-program-based-1011-2151,1072,State Department for Economic Planning,1072,State Department for Economic Planning,vote,current,econ,3100000,Non Financial Assets,60500000,35830000,48308400,50096125,349,yes
