book,vote,vote_title,head_code,head_title,subhead_code,subhead_title,item_code,item_title,item_kind,approved_estimates_2025_2026,estimates_2026_2027,projected_estimates_2027_2028,projected_estimates_2028_2029,page,verified
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2110100,Basic Salaries - Permanent Employees,exp,101549941,86173247,87902302,90488037,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2110300,Personal Allowance - Paid as Part of Salary,exp,68087579,61220607,62693943,64271692,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2210100,Utilities Supplies and Services,exp,12999620,16454000,17050000,18000000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2210200,"Communication, Supplies and Services",exp,1031996,1700000,1900000,2500000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2210300,"Domestic Travel and Subsistence, and Other Transportation Costs",exp,424939,5637600,8161000,9235000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2210500,"Printing , Advertising and Information Supplies and Services",exp,129805,320000,500000,650000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2210600,Rentals of Produced Assets,exp,28050560,31200000,34500000,34850000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2210700,Training Expenses,exp,279195,280000,600000,750000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2210800,Hospitality Supplies and Services,exp,331139,649600,1017000,1322000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2211100,Office and General Supplies and Services,exp,838047,922400,1440000,1614000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2211200,Fuel Oil and Lubricants,exp,648536,1000000,1700000,2100000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2211300,Other Operating Expenses,exp,20350000,21514567,24000000,26000000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2220100,Routine Maintenance - Vehicles and Other Transport Equipment,exp,392404,600000,800000,850000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000101,Headquarters,2220200,Routine Maintenance - Other Assets,exp,781464,400000,750000,800000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000103,Information Communication Technology,2210300,"Domestic Travel and Subsistence, and Other Transportation Costs",exp,104063,480000,800000,1200000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000103,Information Communication Technology,2210700,Training Expenses,exp,0,1600000,2100000,2200000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000103,Information Communication Technology,2211300,Other Operating Expenses,exp,0,1200000,2000000,2700000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000103,Information Communication Technology,2220200,Routine Maintenance - Other Assets,exp,159375,600000,1300000,2250000,12,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000113,Joint Agriculture Sector Consultative &,2110100,Basic Salaries - Permanent Employees,exp,4251168,4089623,4212311,4338682,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000113,Joint Agriculture Sector Consultative &,2110300,Personal Allowance - Paid as Part of Salary,exp,2097939,2024762,2085506,2148072,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000113,Joint Agriculture Sector Consultative &,2210600,Rentals of Produced Assets,exp,2000000,2000000,2200000,2500000,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000113,Joint Agriculture Sector Consultative &,2210700,Training Expenses,exp,91150,0,0,0,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000113,Joint Agriculture Sector Consultative &,2210800,Hospitality Supplies and Services,exp,40455,80000,125000,150000,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000113,Joint Agriculture Sector Consultative &,2211100,Office and General Supplies and Services,exp,61031,80000,150000,200000,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000116,Internal Audit Unit,2210300,"Domestic Travel and Subsistence, and Other Transportation Costs",exp,0,400000,0,0,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000116,Internal Audit Unit,2211100,Office and General Supplies and Services,exp,0,800000,0,0,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000100,Headquarters Administrative Services,1169000116,Internal Audit Unit,2211300,Other Operating Expenses,exp,0,640000,0,0,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2110100,Basic Salaries - Permanent Employees,exp,1162594,1075916,1108193,1141439,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2110200,Basic Wages - Temporary Employees,exp,14034544,14923994,14943994,14973994,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2110300,Personal Allowance - Paid as Part of Salary,exp,32807112,24355092,24355092,24355092,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2110400,Personal Allowances paid as Reimbursements,exp,3058104,3068104,3088104,3118104,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2120200,Employer Contributions to Compulsory Health Insurance Schemes,exp,3031700,3223850,3243850,3273850,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2210100,Utilities Supplies and Services,exp,5000592,5206000,5710000,6269000,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2210200,"Communication, Supplies and Services",exp,214678,256000,315000,325000,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2210300,"Domestic Travel and Subsistence, and Other Transportation Costs",exp,375000,351200,576000,586000,13,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2210500,"Printing , Advertising and Information Supplies and Services",exp,862500,872000,1323000,2349000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2210600,Rentals of Produced Assets,exp,10000000,10500000,11700000,12750000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2210800,Hospitality Supplies and Services,exp,93750,160000,250000,300000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2210900,Insurance Costs,exp,1000000,1245000,2000000,2750000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2211100,Office and General Supplies and Services,exp,187500,224000,373000,446000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2211200,Fuel Oil and Lubricants,exp,300000,440000,950000,1150000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2220100,Routine Maintenance - Vehicles and Other Transport Equipment,exp,170000,400000,800000,1500000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2220200,Routine Maintenance - Other Assets,exp,187500,237600,465000,584000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000200,Agriculture Attachees Offices,1169000201,Headquarters,2640100,Scholarships and other Educational Benefits,exp,9763648,9763648,10000000,10500000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000300,Central Planning and Project Monitoring,1169000301,Headquarters,2110100,Basic Salaries - Permanent Employees,exp,8983901,8642512,8901789,9168840,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000300,Central Planning and Project Monitoring,1169000301,Headquarters,2110300,Personal Allowance - Paid as Part of Salary,exp,4573093,4412761,4545143,4681498,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000300,Central Planning and Project Monitoring,1169000301,Headquarters,2210200,"Communication, Supplies and Services",exp,208065,0,0,0,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000300,Central Planning and Project Monitoring,1169000301,Headquarters,2210300,"Domestic Travel and Subsistence, and Other Transportation Costs",exp,762712,1120000,1550000,1900000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000300,Central Planning and Project Monitoring,1169000301,Headquarters,2210500,"Printing , Advertising and Information Supplies and Services",exp,17734,0,0,0,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000300,Central Planning and Project Monitoring,1169000301,Headquarters,2210700,Training Expenses,exp,0,1600000,2100000,2300000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000300,Central Planning and Project Monitoring,1169000301,Headquarters,2210800,Hospitality Supplies and Services,exp,40013,80000,150000,300000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000300,Central Planning and Project Monitoring,1169000301,Headquarters,2211100,Office and General Supplies and Services,exp,59474,120000,200000,250000,14,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000500,Finance and Accounts Department,1169000501,Headquarters,2110100,Basic Salaries - Permanent Employees,exp,22062201,21223837,21860553,22516368,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000500,Finance and Accounts Department,1169000501,Headquarters,2110300,Personal Allowance - Paid as Part of Salary,exp,14934268,14405515,14837682,15282813,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000500,Finance and Accounts Department,1169000501,Headquarters,2210200,"Communication, Supplies and Services",exp,152222,176000,215000,232000,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000500,Finance and Accounts Department,1169000501,Headquarters,2210300,"Domestic Travel and Subsistence, and Other Transportation Costs",exp,470166,1071360,1506000,1651000,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000500,Finance and Accounts Department,1169000501,Headquarters,2210700,Training Expenses,exp,384935,3240000,4600000,5150000,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000500,Finance and Accounts Department,1169000501,Headquarters,2210800,Hospitality Supplies and Services,exp,164415,280000,450000,550000,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000500,Finance and Accounts Department,1169000501,Headquarters,2211100,Office and General Supplies and Services,exp,161833,0,0,0,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000500,Finance and Accounts Department,1169000501,Headquarters,2211200,Fuel Oil and Lubricants,exp,127204,800000,1100000,1200000,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000500,Finance and Accounts Department,1169000501,Headquarters,2211300,Other Operating Expenses,exp,0,2400000,3200000,3500000,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000601,Headquarters,2110100,Basic Salaries - Permanent Employees,exp,15123212,14548531,14984984,15434535,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000601,Headquarters,2110300,Personal Allowance - Paid as Part of Salary,exp,13304664,12893305,13047194,13438608,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000601,Headquarters,2210200,"Communication, Supplies and Services",exp,31564,0,0,0,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000601,Headquarters,2210300,"Domestic Travel and Subsistence, and Other Transportation Costs",exp,60133,240000,350000,400000,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000601,Headquarters,2210700,Training Expenses,exp,29100,3960000,6000000,7050000,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000601,Headquarters,2210800,Hospitality Supplies and Services,exp,33011,160000,300000,400000,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000601,Headquarters,2211100,Office and General Supplies and Services,exp,56745,120000,200000,250000,15,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000601,Headquarters,2211200,Fuel Oil and Lubricants,exp,40013,400000,550000,600000,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000601,Headquarters,2220100,Routine Maintenance - Vehicles and Other Transport Equipment,exp,31249,0,0,0,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000603,Youth and Women Empowerment in,2210200,"Communication, Supplies and Services",exp,487500,508000,600000,700000,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000603,Youth and Women Empowerment in,2210300,"Domestic Travel and Subsistence, and Other Transportation Costs",exp,4878750,4158586,5762810,5896045,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000603,Youth and Women Empowerment in,2210500,"Printing , Advertising and Information Supplies and Services",exp,750000,0,0,0,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000603,Youth and Women Empowerment in,2210700,Training Expenses,exp,2625000,3264000,5045000,5400000,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000603,Youth and Women Empowerment in,2210800,Hospitality Supplies and Services,exp,900000,1000000,1430000,1500000,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000603,Youth and Women Empowerment in,2211000,Specialised Materials and Supplies,exp,11250000,11300000,11400000,11500000,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000603,Youth and Women Empowerment in,2211100,Office and General Supplies and Services,exp,708750,747200,1000000,1160000,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000603,Youth and Women Empowerment in,2211200,Fuel Oil and Lubricants,exp,900000,800000,1100000,1200000,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000603,Youth and Women Empowerment in,3111100,"Purchase of Specialised Plant, Equipment and Machinery",exp,4000000,3360000,4500000,4600000,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000600,Policy and Agricultural Development,1169000603,Youth and Women Empowerment in,3111300,"Purchase of Certified Seeds, Breeding Stock and Live Animals",exp,16000000,16400000,16800000,17000000,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000700,Pesticide Control Products Board (PCPB),1169000701,Headquarters,2630100,Current Grants to Government Agencies and other Levels of Government,exp,672500000,670825000,835000000,920000000,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000700,Pesticide Control Products Board (PCPB),1169000701,Headquarters,3520300,"Receipts from the Sale of Inventories, Stocks and Commodities",aia,450000000,455000000,480000000,500000000,16,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000900,Kenya Plant Health Inspectorate Services,1169000901,Headquarters,2630100,Current Grants to Government Agencies and other Levels of Government,exp,2336260000,2370200000,2459990000,2710000000,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169000900,Kenya Plant Health Inspectorate Services,1169000901,Headquarters,3520300,"Receipts from the Sale of Inventories, Stocks and Commodities",aia,2336260000,2370200000,2459990000,2710000000,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001001,Headquarters,2110100,Basic Salaries - Permanent Employees,exp,139560855,132014712,138764433,143084820,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001001,Headquarters,2110300,Personal Allowance - Paid as Part of Salary,exp,148466604,125782460,182631785,190126605,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001001,Headquarters,2210200,"Communication, Supplies and Services",exp,64079,84000,101000,113000,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001001,Headquarters,2210300,"Domestic Travel and Subsistence, and Other Transportation Costs",exp,263173,280000,400000,450000,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001001,Headquarters,2210500,"Printing , Advertising and Information Supplies and Services",exp,40013,0,0,0,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001001,Headquarters,2210700,Training Expenses,exp,23949,240000,350000,500000,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001001,Headquarters,2210800,Hospitality Supplies and Services,exp,424432,376000,525000,730000,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001001,Headquarters,2211000,Specialised Materials and Supplies,exp,696581,0,0,0,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001001,Headquarters,2211100,Office and General Supplies and Services,exp,114946,103200,182000,195000,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001001,Headquarters,2211200,Fuel Oil and Lubricants,exp,37321,37600,59000,115000,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001001,Headquarters,2220100,Routine Maintenance - Vehicles and Other Transport Equipment,exp,67403,120000,200000,350000,17,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001003,Plant Genetic Resource,2210100,Utilities Supplies and Services,exp,881730,0,0,0,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001003,Plant Genetic Resource,2210200,"Communication, Supplies and Services",exp,41613,0,0,0,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001003,Plant Genetic Resource,2210300,"Domestic Travel and Subsistence, and Other Transportation Costs",exp,81298,0,0,0,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001003,Plant Genetic Resource,2210500,"Printing , Advertising and Information Supplies and Services",exp,56746,0,0,0,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001003,Plant Genetic Resource,2210700,Training Expenses,exp,145122,0,0,0,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001003,Plant Genetic Resource,2210800,Hospitality Supplies and Services,exp,18370,0,0,0,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001003,Plant Genetic Resource,2211100,Office and General Supplies and Services,exp,303806,0,0,0,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001003,Plant Genetic Resource,2211200,Fuel Oil and Lubricants,exp,61547,0,0,0,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001003,Plant Genetic Resource,2220100,Routine Maintenance - Vehicles and Other Transport Equipment,exp,47244,0,0,0,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001003,Plant Genetic Resource,2220200,Routine Maintenance - Other Assets,exp,45905,0,0,0,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001000,Headquarters Land and Crop Development,1169001003,Plant Genetic Resource,3110800,Overhaul of Vehicles and Other Transport Equipment,exp,244925,0,0,0,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001300,Agriculture Engineering Services,1169001301,Headquarters,2110100,Basic Salaries - Permanent Employees,exp,18362584,17664805,18194749,18740592,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001300,Agriculture Engineering Services,1169001301,Headquarters,2110300,Personal Allowance - Paid as Part of Salary,exp,10853264,10485937,10800512,11117760,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001300,Agriculture Engineering Services,1169001301,Headquarters,2210200,"Communication, Supplies and Services",exp,50780,51000,80000,82000,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001300,Agriculture Engineering Services,1169001301,Headquarters,2210300,"Domestic Travel and Subsistence, and Other Transportation Costs",exp,188314,400000,600000,700000,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001300,Agriculture Engineering Services,1169001301,Headquarters,2210700,Training Expenses,exp,89134,760000,1150000,1350000,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001300,Agriculture Engineering Services,1169001301,Headquarters,2210800,Hospitality Supplies and Services,exp,23608,80000,150000,200000,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001300,Agriculture Engineering Services,1169001301,Headquarters,2211100,Office and General Supplies and Services,exp,36375,0,0,0,18,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001300,Agriculture Engineering Services,1169001301,Headquarters,2211200,Fuel Oil and Lubricants,exp,11459,200000,300000,350000,19,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001300,Agriculture Engineering Services,1169001301,Headquarters,2220100,Routine Maintenance - Vehicles and Other Transport Equipment,exp,73999,160000,250000,300000,19,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001400,State Corporations Unit,1169001401,Headquarters,2110100,Basic Salaries - Permanent Employees,exp,3335582,3208829,3305095,3404247,19,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001400,State Corporations Unit,1169001401,Headquarters,2110300,Personal Allowance - Paid as Part of Salary,exp,1533029,1479329,1523709,1569422,19,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001400,State Corporations Unit,1169001401,Headquarters,2210200,"Communication, Supplies and Services",exp,39983,0,0,0,19,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001400,State Corporations Unit,1169001401,Headquarters,2210300,"Domestic Travel and Subsistence, and Other Transportation Costs",exp,49561,160000,250000,300000,19,yes
fy-2026-27-recurrent-volume-ii-1169-2151-29-04-26,1169,State Department for Agriculture,1169001400,State Corporations Unit,1169001401,Headquarters,2210700,Training Expenses,exp,79443,240000,350000,400000,19,yes
